global_step,total_samples,epoch,train_loss_perf,train_loss_target,train_loss_total,val_loss_perf,val_loss_target,val_loss_total,val_perf_acc,val_target_acc
410,99656,52,0.04366974756121635,0.09024028554558754,0.13391003310680388,0.1972711682319641,0.1602911725640297,0.3575623407959938,0.9382716049382716,0.9711934156378601
420,102112,53,0.04249366708099842,0.0817309595644474,0.12422462664544581,0.19389600306749344,0.16040322929620743,0.35429923236370087,0.9403292181069959,0.9753086419753086
430,104568,54,0.038378001749515535,0.07882938086986542,0.11720738261938096,0.19525178521871567,0.1486208662390709,0.34387265145778656,0.9382716049382716,0.9753086419753086
440,106920,55,0.03645476531237364,0.07384740933775902,0.11030217465013266,0.19504017382860184,0.14117123559117317,0.336211409419775,0.9403292181069959,0.977366255144033
450,109376,57,0.035886341333389284,0.06765900179743767,0.10354534313082694,0.19348406791687012,0.14075951278209686,0.334243580698967,0.9403292181069959,0.977366255144033
460,111832,58,0.032198491320014,0.06421975903213024,0.09641825035214424,0.18993964046239853,0.13642549514770508,0.3263651356101036,0.9423868312757202,0.9753086419753086
470,114288,59,0.03171394541859627,0.06057254746556282,0.09228649288415909,0.1900586411356926,0.1323954537510872,0.3224540948867798,0.9444444444444444,0.9753086419753086
480,116640,60,0.028610276244580745,0.05812238492071629,0.08673266116529703,0.19007422775030136,0.1315908394753933,0.32166506722569466,0.9423868312757202,0.9753086419753086
490,119096,62,0.02902181688696146,0.053823069855570796,0.08284488674253226,0.18963605910539627,0.13395531475543976,0.32359137386083603,0.9423868312757202,0.977366255144033
500,121552,63,0.026463024504482745,0.05272662937641144,0.07918965388089419,0.1883273497223854,0.1340242624282837,0.3223516121506691,0.9403292181069959,0.977366255144033
510,124008,64,0.025619786605238913,0.048410945758223536,0.07403073236346244,0.18897772580385208,0.13376352936029434,0.3227412551641464,0.9423868312757202,0.977366255144033
520,126360,65,0.024606449715793132,0.04652834944427013,0.07113479916006327,0.18994280695915222,0.13260524719953537,0.3225480541586876,0.9423868312757202,0.977366255144033
530,128816,67,0.02299238871783018,0.04466315880417824,0.06765554752200842,0.19123118370771408,0.1313917078077793,0.3226228915154934,0.9423868312757202,0.977366255144033
540,131272,68,0.022437750734388827,0.04195174239575863,0.06438949313014745,0.1919834241271019,0.12860892340540886,0.32059234753251076,0.9403292181069959,0.9753086419753086
550,133728,69,0.021298290602862834,0.040895548090338706,0.06219383869320154,0.1907513216137886,0.129429392516613,0.3201807141304016,0.9423868312757202,0.977366255144033
560,136080,70,0.020405205711722375,0.03839135505259037,0.05879656076431275,0.1897713467478752,0.12919700145721436,0.31896834820508957,0.9423868312757202,0.977366255144033
570,138536,72,0.01964179687201977,0.03711564503610134,0.05675744190812111,0.19010060280561447,0.12479675188660622,0.3148973546922207,0.9423868312757202,0.9753086419753086
580,140992,73,0.01885554622858763,0.03578808456659317,0.0546436307951808,0.19209083914756775,0.12331080436706543,0.3154016435146332,0.9423868312757202,0.9753086419753086
590,143448,74,0.01799716129899025,0.03385913893580437,0.05185630023479462,0.19188066571950912,0.12018165364861488,0.312062319368124,0.9423868312757202,0.9753086419753086
600,145800,75,0.017619927041232587,0.03239955827593803,0.05001948531717062,0.19179151207208633,0.11841824278235435,0.3102097548544407,0.9423868312757202,0.9753086419753086
610,148256,77,0.01648037079721689,0.031393665447831155,0.047874036245048046,0.1908552050590515,0.11758915707468987,0.3084443621337414,0.9423868312757202,0.9753086419753086
620,150712,78,0.016377919167280198,0.030499311722815038,0.04687723089009524,0.19157042354345322,0.12660196796059608,0.3181723915040493,0.9403292181069959,0.977366255144033
630,153168,79,0.015745872538536786,0.02920412365347147,0.044949996192008256,0.1928538754582405,0.13950547948479652,0.33235935494303703,0.9403292181069959,0.977366255144033
640,155520,80,0.014690795727074147,0.028310258500277997,0.04300105422735215,0.1923404037952423,0.13728615641593933,0.32962656021118164,0.9403292181069959,0.977366255144033
650,157976,82,0.01496844356879592,0.026939466968178748,0.041907910536974666,0.19671505689620972,0.1317988634109497,0.3285139203071594,0.9403292181069959,0.9732510288065843
660,160432,83,0.01375602139160037,0.026138154976069927,0.0398941763676703,0.19408554583787918,0.13259544968605042,0.3266809955239296,0.9423868312757202,0.9753086419753086
670,162888,84,0.013605977222323418,0.025253134407103063,0.038859111629426485,0.19463587552309036,0.13306528702378273,0.3277011625468731,0.9423868312757202,0.9753086419753086
680,165240,85,0.01310575557872653,0.024021794460713862,0.03712755003944039,0.19462458789348602,0.13261423259973526,0.3272388204932213,0.9423868312757202,0.9753086419753086
690,167696,87,0.012619012780487538,0.02341629322618246,0.03603530600667,0.19596657156944275,0.13085022568702698,0.3268167972564697,0.9444444444444444,0.9753086419753086
700,170152,88,0.0123981561511755,0.02262544706463814,0.03502360321581364,0.19651509076356888,0.13120345398783684,0.3277185447514057,0.9403292181069959,0.9732510288065843
710,172608,89,0.011954548582434655,0.02223750911653042,0.03419205769896508,0.19602525234222412,0.12814830243587494,0.32417355477809906,0.9444444444444444,0.9732510288065843
720,174960,90,0.011516637913882733,0.021368348971009254,0.032884986884891984,0.19663618505001068,0.12296402081847191,0.3196002058684826,0.9444444444444444,0.9732510288065843
730,177416,92,0.011262347269803286,0.020758651196956635,0.03202099846675992,0.1981225311756134,0.12349001690745354,0.32161254808306694,0.9444444444444444,0.9732510288065843
740,179872,93,0.010779448319226503,0.020027417875826358,0.03080686619505286,0.19630035012960434,0.1233585923910141,0.31965894252061844,0.9423868312757202,0.9753086419753086
750,182328,94,0.010757581144571305,0.019428479298949242,0.030186060443520547,0.19713730365037918,0.12430046871304512,0.3214377723634243,0.9423868312757202,0.977366255144033
760,184680,95,0.010306564811617135,0.018977403454482556,0.02928396826609969,0.1969660297036171,0.12345418334007263,0.32042021304368973,0.9423868312757202,0.977366255144033
770,187136,97,0.009830307308584451,0.018508256413042545,0.028338563721627,0.1979173719882965,0.12103597819805145,0.31895335018634796,0.9423868312757202,0.9732510288065843
780,189592,98,0.010004928521811961,0.017632427252829076,0.027637355774641038,0.19921468943357468,0.1201656125485897,0.3193803019821644,0.9423868312757202,0.9732510288065843
790,192048,99,0.009312527626752854,0.01757667735219002,0.02688920497894287,0.2001856416463852,0.1212107203900814,0.3213963620364666,0.9423868312757202,0.9732510288065843
800,194400,100,0.009329074155539274,0.01670125424861908,0.02603032840415835,0.20336493104696274,0.12033819407224655,0.3237031251192093,0.9423868312757202,0.9732510288065843
